timestamp,open,high,low,close,vwap,cum_tick,cum_volume,cum_dollar_value,cum_buy_tick,cum_buy_volume,cum_buy_dollar_value
2020-07-27 13:41:19.061000-04:00,1476.98,1477,1475.8225,1476.2411,1476.5620634020618,46,1358,2005171.2820999997,12,223,329363.7465
2020-07-27 13:41:21.083000-04:00,1476.9039,1476.99,1475.8,1476.97,1476.375143612335,29,1362,2010822.9456,16,634,936326.6277000001
2020-07-27 13:41:21.976000-04:00,1476.98,1476.9841,1475.8001,1475.8001,1476.0347015424165,16,1945,2870887.4945,5,198,292441.68820000003
2020-07-27 13:41:23.017000-04:00,1475.82,1476.99,1475.79,1476.41,1476.2502820402299,33,1392,2054940.3926000001,14,513,757501.8979
2020-07-27 13:41:25.716000-04:00,1476.41,1476.72,1474.67,1475.99,1476.1130610632185,35,1392,2054749.381,15,461,680572.4198
2020-07-27 13:41:29.784000-04:00,1475.56,1476.72,1475.22,1475.34,1475.6429798580302,48,2254,3326099.2765999995,21,373,550692.8999
2020-07-27 13:41:30.102000-04:00,1476.0447,1476.72,1476.0447,1476.69,1476.4509622336518,15,1361,2009449.7596,8,497,733834.6296
2020-07-27 13:41:32.084000-04:00,1476.12,1477,1475.9751,1476.4376,1476.4192181620838,51,1382,2040411.3594999998,21,687,1014331.8508
2020-07-27 13:41:33.555000-04:00,1476.68,1477,1476.03,1477,1476.8041476848653,54,1447,2136935.6017000005,19,424,626192.4099999999
2020-07-27 13:41:34.807000-04:00,1477,1477,1476.0801,1476.69,1476.8147107415107,38,1443,2131043.6276,9,341,503650.67
2020-07-27 13:41:35.230000-04:00,1476.74,1477.22,1476.69,1477.22,1476.9245389563973,42,1399,2066217.4299999997,13,595,878787.51
2020-07-27 13:41:38.026000-04:00,1477.19,1477.77,1476.69,1477.19,1477.2141866519173,60,1356,2003102.4371,26,537,793334.1264000001
2020-07-27 13:41:39.738000-04:00,1477.19,1477.41,1476.69,1477.23,1477.114704002859,46,1399,2066483.4708999998,20,628,927676.3929
2020-07-27 13:41:41.208000-04:00,1477.3865,1477.77,1477.23,1477.59,1477.4363591925016,24,1387,2049204.2301999996,11,1125,1662156.3676
2020-07-27 13:41:42.083000-04:00,1477.61,1477.77,1476.9101,1477.01,1477.3481649122807,48,1368,2021012.2896,17,574,848099.7976
2020-07-27 13:41:44.730000-04:00,1477.01,1477.55,1477,1477.4,1477.2216531365314,37,1355,2001635.3400000003,16,582,859797.2645
2020-07-27 13:41:46.077000-04:00,1477.06,1477.81,1477,1477.81,1477.4827861393323,45,1378,2035971.2793,17,522,771330.9795999998
2020-07-27 13:41:48.052000-04:00,1477.77,1478,1477,1478,1477.6378331120945,53,1356,2003676.9017000003,24,549,811269.5135
2020-07-27 13:41:49.171000-04:00,1478,1478,1477.0801,1477.6,1477.6517229536348,32,1747,2581457.5599999996,9,218,322183.0092
2020-07-27 13:41:50.121000-04:00,1478,1478,1477.0701,1478,1477.9299062633452,57,1405,2076491.5183,8,126,186226.20299999998
2020-07-27 13:41:50.136000-04:00,1478,1478.13,1477.86,1478,1477.9929790842284,59,1769,2614569.58,8,179,264566.8
2020-07-27 13:41:51.010000-04:00,1478,1478.32,1477.432,1477.88,1477.740712041116,24,1362,2012682.8497999997,7,13,19215.6198
2020-07-27 13:41:51.949000-04:00,1477.88,1478.3299,1477.07,1477.07,1477.563348046875,35,1536,2269537.3026,9,211,311880.7987
2020-07-27 13:41:54.781000-04:00,1477.07,1478.04,1477.07,1478.04,1477.8647639857654,49,1405,2076399.9934,20,799,1180889.5459
2020-07-27 13:41:55.679000-04:00,1477.93,1478.4,1477.71,1478.4,1478.2094982662968,38,1442,2131578.0965,17,773,1142704.713
2020-07-27 13:41:57.390000-04:00,1478.02,1478.9,1477.67,1477.67,1478.2699396895787,41,1353,2000099.2283999997,14,216,319343.44269999996
2020-07-27 13:41:59.752000-04:00,1477.68,1478.0999,1477.12,1477.68,1477.8033969941348,42,1364,2015723.8334999997,15,648,957673.4449
2020-07-27 13:42:02.716000-04:00,1477.69,1478.3999,1477.1259,1477.874,1477.7812973051712,57,1373,2028993.7212,30,819,1210369.6613
2020-07-27 13:42:04.824000-04:00,1478,1478.2995,1477.07,1477.26,1477.6318214078376,43,1378,2036176.6498999996,19,481,710862.714
2020-07-27 13:42:07.441000-04:00,1477.25,1478.3,1477.0701,1477.24,1477.5555931721196,49,1406,2077443.1639999999,22,597,882198.9319000001
2020-07-27 13:42:11.409000-04:00,1477.12,1477.9499,1477,1477.5799,1477.2263244493395,53,1362,2011982.2539000001,17,529,781559.8058
2020-07-27 13:42:12.338000-04:00,1477.58,1477.58,1476.4201,1476.8,1476.9027645506417,32,1402,2070617.6759000001,9,607,896530.0898999999
2020-07-27 13:42:13.049000-04:00,1476.8,1477.24,1476.23,1476.23,1476.460610522648,32,1435,2118720.9761,10,434,640788.5999999999
2020-07-27 13:42:13.330000-04:00,1476.23,1476.5841,1475.68,1476.09,1476.0364997208655,36,1433,2115160.3041000003,6,448,661305.6041
2020-07-27 13:42:14.770000-04:00,1476.0992,1476.57,1475.38,1475.38,1475.5693108946607,37,1386,2045139.0649,14,307,453043.7661
2020-07-27 13:42:16.031000-04:00,1475.38,1476.5698,1475.05,1475.92,1475.589849535424,29,1722,2540965.720900001,12,834,1230829.6904
2020-07-27 13:42:18.226000-04:00,1475.39,1475.965,1475,1475.495,1475.4001230488693,52,1371,2022773.5687000002,20,546,805644.7569
2020-07-27 13:42:23.866000-04:00,1475.26,1476,1475.01,1475.98,1475.6202957645369,64,1393,2055539.0719999995,30,707,1043386.7108
2020-07-27 13:42:25.524000-04:00,1476,1476.5699,1475.2801,1476.49,1476.0914963440862,36,1395,2059147.6374,12,863,1274097.6326000001
2020-07-27 13:42:29.452000-04:00,1476.56,1477.07,1475.9001,1476.8,1476.4693469343065,68,1370,2022763.0053000005,33,747,1103013.6612999996
2020-07-27 13:42:34.027000-04:00,1477.4041,1477.7999,1476.5801,1477.41,1477.3546579290369,50,1381,2040226.7825999998,23,784,1158284.2644999998
2020-07-27 13:42:36.830000-04:00,1477.41,1478.08,1477.04,1478,1477.8754602785516,54,1795,2652786.4512,19,580,857200.2200000001
2020-07-27 13:42:38.620000-04:00,1478.07,1478.78,1477.79,1477.79,1478.3126532496306,51,1354,2001635.3325,24,653,965449.5715
2020-07-27 13:42:39.376000-04:00,1477.79,1477.99,1477.1801,1477.78,1477.4574529824563,24,1425,2105376.8705,8,594,877709.3260000001
2020-07-27 13:42:39.658000-04:00,1477.13,1477.565,1476.6701,1477.095,1476.9491753868826,20,1357,2004220.0310000002,8,63,93061.81
2020-07-27 13:42:39.937000-04:00,1477.2799,1477.67,1476.72,1477.67,1477.1232068675545,18,1427,2107854.8162000002,12,566,836174.6694000001
2020-07-27 13:42:41.683000-04:00,1477.82,1478.3299,1477.2,1477.8466,1477.7757710218978,35,1370,2024552.8062999998,19,1019,1505890.5777
2020-07-27 13:42:47.012000-04:00,1477.97,1478.18,1476.92,1477.22,1477.6194495252007,59,1369,2022861.0263999999,31,610,901487.4898999999
2020-07-27 13:42:48.672000-04:00,1477.65,1478,1476.9201,1478,1477.7649503184714,21,1413,2088081.8747999999,13,481,710820.682
2020-07-27 13:42:50.252000-04:00,1477.38,1478,1477,1477.07,1477.2703099935525,32,1551,2291246.2508,12,322,475692.6665
2020-07-27 13:42:50.799000-04:00,1477.07,1477.475,1475.82,1476,1476.387354318618,33,1563,2307593.4347999995,7,359,529902.6947999999
2020-07-27 13:42:52.323000-04:00,1475.62,1476.4599,1475.5801,1475.68,1475.7408077089337,26,1388,2048328.2411000002,10,427,630174.3271
