datetime,open,high,low,close,vwap,cum_volume,cum_ticks,cum_dollar_value
2018-01-02 14:30:00.304996096,169.64,170.33,169.63,170.16,170.139255671142,914851.0,1084.0,155652068.18999994
2018-01-02 14:36:34.619343360,170.16,170.22,169.621,169.66,169.86885491999266,883050.0,6016.0,150002692.33709952
2018-01-02 14:42:15.887158016,169.66,170.2,169.65,170.06,169.9785885078594,883047.0,6168.0,150099082.64609972
2018-01-02 14:46:04.621174272,170.06,170.54,170.0597,170.49,170.33568674515607,880712.0,4702.0,150016683.3446999
2018-01-02 14:51:30.709450240,170.4899,170.95,170.41,170.94,170.6628390185654,878938.0,5577.0,150002054.40129983
2018-01-02 14:59:15.229921024,170.94,171.0486,170.5933,171.03,170.88533331909278,877785.0,6411.0,150000582.30749986
2018-01-02 15:07:33.084624640,171.03,171.34,170.8565,171.27,171.06552809356376,876877.0,6173.0,150003427.0780999
2018-01-02 15:18:57.116852480,171.284,171.375,171.06,171.177,171.21452238213485,876449.0,7032.0,150060796.9272997
2018-01-02 15:30:43.297334272,171.1525,171.59,170.2407,171.5049,171.32652824909823,880375.0,6492.0,150831592.30729985
2018-01-02 15:44:35.941201664,171.51,171.6,171.3104,171.42,171.4686283938308,874852.0,6318.0,150009672.48759967
2018-01-02 15:59:00.018176000,171.42,171.54,171.2101,171.495,171.3595925426505,880876.0,6624.0,150946552.4405998
2018-01-02 16:16:46.010707968,171.5,171.57,171.23,171.49,171.37659423243414,875430.0,6936.0,150028211.88889983
2018-01-02 16:33:40.866734592,171.4862,171.5,171.17,171.2,171.3248745075285,875584.0,6705.0,150009318.92079985
2018-01-02 16:56:26.378539520,171.2,171.33,171.1,171.2401,171.20683874736616,876457.0,6907.0,150055432.2680003
2018-01-02 17:22:01.637385472,171.26,171.5,171.19,171.3786,171.35911714009436,875917.0,7074.0,150096363.80800003
2018-01-02 17:54:39.856837888,171.38,171.47,171.22,171.29,171.33621712803196,875699.0,7623.0,150038954.00280046
2018-01-02 18:24:23.290161664,171.29,171.58,171.22,171.54,171.4509581803012,875035.0,7857.0,150025589.19129986
2018-01-02 18:51:32.686312192,171.54,171.7,171.49,171.63,171.60178354721526,874156.0,7154.0,150006728.6984995
2018-01-02 19:04:22.548466176,171.63,171.97,171.54,171.945,171.70756033381562,874135.0,5319.0,150095588.25239992
2018-01-02 19:18:46.145675008,171.945,172.11,171.8401,171.91,171.97484160283858,872265.0,6310.0,150007635.2107
2018-01-02 19:42:06.022322176,171.92,172.08,171.86,171.99,171.9808939515437,872206.0,7500.0,150002767.5899001
2018-01-02 20:07:20.570133248,171.99,172.09,171.85,171.9,171.97364965401172,872284.0,8027.0,150009863.01479995
2018-01-02 20:29:58.419010304,171.9,171.98,171.7,171.8501,171.82407394583834,873158.0,7269.0,150029564.75840032
2018-01-02 20:48:53.323800576,171.85,172.07,171.8221,172.04,171.95577992285587,872395.0,7360.0,150013362.62579983
2018-01-02 20:57:18.220822016,172.045,172.23,172.0,172.15,172.15306625165562,871705.0,6935.0,150066688.61689946
2018-01-02 21:00:00.008246016,172.14,172.3,172.03,172.26,172.2230678311469,2512194.0,4826.0,432657757.66700023
2018-01-02 21:00:00.008300544,172.26,172.26,172.26,172.26,172.26000000000002,1740299.0,1.0,299783905.74
2018-01-03 13:45:09.238270976,172.3,172.86,172.26,172.26,172.38002820548857,199252.0,531.0,34347065.38000001
