datetime,open,high,low,close,vwap,cum_volume,cum_ticks,cum_dollar_value
2018-10-22 14:00:03.446686464,219.97,220.0641,219.44,219.81,219.74077352515897,423961.0,5000.0,93161518.08449993
2018-10-22 14:05:31.198839552,219.81,220.38,219.71,219.8,220.12772815188163,434891.0,5000.0,95731567.82369995
2018-10-22 14:10:00.378483712,219.79,220.66,219.76,220.57,220.1944420854288,398038.0,5000.0,87645755.33879991
2018-10-22 14:15:01.587048192,220.55,221.02,220.233,220.84,220.746297740895,454295.0,5000.0,100283939.33219989
2018-10-22 14:20:19.648258816,220.81,220.8799,220.015,220.25,220.43460041631155,445820.0,5000.0,98274153.55760002
2018-10-22 14:25:36.939941632,220.25,220.59,219.7,220.17,220.26055675938952,455840.0,5000.0,100403572.19320011
2018-10-22 14:31:35.328229120,220.17,220.54,219.9,220.08,220.1824614626631,433032.0,5000.0,95346051.65209992
2018-10-22 14:36:19.886799360,220.09,221.25,220.08,221.0,220.82587405393303,488047.0,5000.0,107773405.35439986
2018-10-22 14:41:04.886446592,220.97,221.68,220.898,221.61,221.39734931669747,468973.0,5000.0,103829379.10109957
2018-10-22 14:44:58.531625472,221.62,222.33,221.61,222.06,222.07659745780492,576313.0,5000.0,127985630.11069992
2018-10-22 14:49:35.052613632,222.08,222.9,222.05,222.8895,222.44003542416215,544250.0,5000.0,121062989.27960025
2018-10-22 14:53:30.211047168,222.871,223.32,221.619,222.92,222.97879247568613,501986.0,5000.0,111932232.11969978
2018-10-22 14:59:51.168821504,222.91,223.09,222.51,222.69,222.7302358623819,498277.0,5000.0,110981353.73480007
2018-10-22 15:05:54.831648768,222.69,223.14,222.32,223.04,222.65528058984907,442181.0,5000.0,98453934.62650006
2018-10-22 15:13:27.026707456,223.04,223.16,222.31,222.42,222.59013874184436,458592.0,5000.0,102078056.90589988
2018-10-22 15:21:31.074296064,222.42,222.95,222.36,222.772,222.7174542042025,640157.0,5000.0,142574137.33099967
2018-10-22 15:26:44.620696064,222.78,223.36,222.78,222.99,223.08277759232627,456125.0,5000.0,101753631.92929982
2018-10-22 15:34:19.325543168,222.98,223.16,222.48,222.61,222.75113392478178,416492.0,5000.0,92774065.27060021
