datetime,open,high,low,close,vwap,cum_volume,cum_ticks,cum_dollar_value
2018-01-02 14:30:00.304996096,169.64,170.33,169.63,170.16,170.139255671142,914851.0,1084.0,155652068.18999994
2018-01-02 14:32:39.482781696,170.16,170.22,169.66,169.85,169.91195175342463,700087.0,4770.0,118953148.5671998
2018-01-02 14:39:58.755210496,169.85,170.2,169.621,170.06,169.88341722617832,700045.0,4822.0,118926036.81210001
2018-01-02 14:44:03.411127808,170.06,170.32,169.95,170.32,170.11306832701277,700095.0,4550.0,119095308.5704
2018-01-02 14:47:13.400576000,170.32,170.54,170.17,170.446,170.42530647875412,700042.0,3825.0,119304872.39799999
2018-01-02 14:51:15.150905088,170.4447,170.93,170.4106,170.8934,170.6954367964299,700019.0,4296.0,119490048.97080006
2018-01-02 14:56:55.251579136,170.895,171.0486,170.5933,170.77,170.8946476124695,700033.0,5160.0,119631892.85209987
2018-01-02 15:02:59.947770368,170.77,171.19,170.6915,171.08,170.96514138115757,700094.0,4759.0,119691669.69010013
2018-01-02 15:11:26.919710464,171.08,171.375,170.9336,171.17,171.1984745891933,700025.0,5208.0,119843212.17430004
2018-01-02 15:21:55.391735296,171.17,171.33,171.06,171.1531,171.18315734657122,703226.0,6031.0,120380447.00819989
2018-01-02 15:30:25.198412032,171.165,171.59,170.2407,171.49,171.34900940251902,700089.0,4946.0,119959556.64360014
2018-01-02 15:40:17.223531776,171.49,171.6,171.3104,171.4413,171.46561113019703,701506.0,4710.0,120284155.0015
2018-01-02 15:51:48.045948160,171.4413,171.57,171.2101,171.28,171.3655445316719,700086.0,5651.0,119970618.60900006
2018-01-02 16:05:01.896819712,171.28,171.57,171.2346,171.34,171.43349484503239,700082.0,5171.0,120017503.93809997
2018-01-02 16:18:01.112817920,171.34,171.5,171.23,171.43,171.35529355444618,700064.0,5324.0,119959672.2268998
2018-01-02 16:32:41.976217344,171.43,171.46,171.17,171.28,171.30436377880065,700852.0,5663.0,120059005.96309999
2018-01-02 16:49:41.565558016,171.28,171.33,171.1,171.25,171.20336755010393,700144.0,5446.0,119867010.56999998
2018-01-02 17:12:48.195164160,171.25,171.42,171.1401,171.4,171.28198932919096,700050.0,5970.0,119905956.62990014
