timestamp,symbol,open,high,low,close,vwap,cum_tick,cum_volume,cum_dollar_value,cum_buy_tick,cum_buy_volume,cum_buy_dollar_value
2020-08-05 13:02:05.670000-04:00,AAPL,437,437.03,436.95,436.97,436.98762183682373,122,4584,2003151.2585000002,37,1602,700056.4506000001
2020-08-05 13:02:11.998000-04:00,AAPL,436.96,436.96,436.87,436.92,436.9116117134771,93,4593,2006735.0326000003,26,1644,718278.9395999999
2020-08-05 13:02:23.715000-04:00,AAPL,436.91,436.98,436.89,436.95,436.92733327571307,88,4628,2022099.6984,26,1101,481075.65329999995
2020-08-05 13:02:28.010000-04:00,AMZN,3193,3193.76,3189.91,3192.61,3192.620683306836,92,629,2008158.4097999996,36,217,692871.9470000002
2020-08-05 13:02:30.007000-04:00,TSLA,1484.25,1484.45,1483,1483.68,1483.9576348888888,65,1350,2003342.8071,26,540,801369.2235000001
2020-08-05 13:02:31.617000-04:00,AAPL,436.95,437.04,436.93,436.97,436.98375328397873,72,5268,2302030.4123,20,1350,589920.6987
2020-08-05 13:02:35.941000-04:00,AAPL,436.978,437,436.91,437,436.9595071937783,62,4629,2022685.5587999995,20,1815,793101.0721999999
2020-08-05 13:02:37.726000-04:00,AMZN,3192.61,3192.9,3191.91,3192.84,3192.562562401264,42,633,2020892.1020000002,18,316,1008896.2170000001
2020-08-05 13:02:43.734000-04:00,AAPL,436.9867,437.06,436.9301,436.99,437.00919014938296,71,4619,2018545.4493000004,25,1900,830339.4554999999
2020-08-05 13:02:44.769000-04:00,AMZN,3192.9,3193.17,3191.9101,3192.414,3192.7418613193404,26,667,2129558.8215,8,268,855686.8300000001
2020-08-05 13:02:48.026000-04:00,TSLA,1483.56,1484.4499,1483.35,1483.8183,1483.7303781550286,67,1561,2316103.1202999996,26,532,789453.0855
2020-08-05 13:02:52.184000-04:00,AAPL,436.99,437.05,436.97,436.9979,437.0125096767147,89,4578,2000643.2693,26,647,282752.86640000006
2020-08-05 13:02:57.902000-04:00,TSLA,1483.925,1484.2499,1483.5,1483.7,1483.813423816568,53,1352,2006115.749,17,557,826537.429
2020-08-05 13:02:57.977000-04:00,AAPL,436.965,437.09,436.95,437.01,437.04097613469986,61,4781,2089492.9069000005,19,1349,589582.7911
2020-08-05 13:02:58.989000-04:00,TSLA,1483.69,1483.73,1483.0277,1483.25,1483.6313868345323,40,1390,2062247.6277,7,243,360524.64999999997
2020-08-05 13:02:59.303000-04:00,AMZN,3193.1703,3193.1703,3191.36,3193.135,3192.594730909091,39,660,2107112.5224,17,406,1296221.9386000002
2020-08-05 13:03:05.886000-04:00,AAPL,437.04,437.11,437.03,437.0885,437.079756983827,61,4761,2080936.723,28,2352,1028014.4214000001
2020-08-05 13:03:11.020000-04:00,TSLA,1483.5,1483.79,1482.18,1482.5,1482.9310934402333,74,1372,2034581.4601999999,22,361,535462.6626000002
2020-08-05 13:03:15.019000-04:00,AAPL,437.0863,437.09,437.0389,437.04,437.06414330571306,78,4586,2004376.1612000007,24,785,343095.5358
2020-08-05 13:03:18.812000-04:00,TSLA,1482,1482.93,1482,1482.7713,1482.522747567258,20,1747,2589967.2399999998,8,1571,2329046.3
2020-08-05 13:03:22.571000-04:00,AMZN,3193.33,3193.39,3191.3101,3192.356,3192.308965764332,74,628,2004770.0304999999,26,319,1018424.2587
2020-08-05 13:03:26.867000-04:00,AAPL,437.05,437.09,437,437.047,437.0369663054803,101,4799,2097340.4013,39,1605,701460.1436000001
2020-08-05 13:03:31.987000-04:00,TSLA,1482,1483,1482,1483,1482.7164495568684,47,1354,2007598.0727,23,540,800704.3904
2020-08-05 13:03:33.955000-04:00,AMZN,3192.85,3193.22,3191.36,3192.3,3192.509306269113,31,654,2087901.0862999998,13,451,1439847.8496
2020-08-05 13:03:37.970000-04:00,AAPL,437.0478,437.09,437.04,437.09,437.06474999999995,82,4644,2029728.6989999996,25,939,410411.64960000006
2020-08-05 13:03:40.068000-04:00,TSLA,1483,1483.3,1482.56,1483.175,1482.9353949295776,28,1420,2105768.2608000003,9,510,756352.1200000001
2020-08-05 13:03:45.400000-04:00,AAPL,437.0999,437.14,437.06,437.1001,437.09726089757356,65,4657,2035561.944,18,778,340065.44729999994
2020-08-05 13:03:45.847000-04:00,AMZN,3192.74,3193.32,3191.79,3192.3601,3192.716440523883,54,649,2072072.9699000004,25,275,878101.7024000001
2020-08-05 13:03:48.940000-04:00,TSLA,1482.5601,1483.8,1482.56,1482.972,1483.0407219830397,39,1533,2273501.4268,17,221,327826.99139999994
2020-08-05 13:03:50.205000-04:00,AAPL,437.1299,437.13,437,437,437.05053681936045,57,4628,2022669.8844,10,1107,483839.19550000003
2020-08-05 13:03:54.648000-04:00,AAPL,437,437.02,436.9301,436.9699,437.00248110509204,85,4615,2016766.4503000006,20,2498,1091651.2397000003
2020-08-05 13:03:57.215000-04:00,AMZN,3192.55,3193.75,3191.2,3191.24,3191.889817931034,55,725,2314120.118,13,154,491623.71919999993
2020-08-05 13:03:57.514000-04:00,AMZN,3191.51,3191.51,3190.55,3190.6,3190.856781609195,41,696,2220836.3200000003,13,90,287205.12000000005
2020-08-05 13:04:03.137000-04:00,AAPL,436.97,437.0435,436.84,436.85,436.87521326110516,107,4615,2016179.1092000005,23,977,426870.2277000001
2020-08-05 13:04:07.100000-04:00,TSLA,1483.76,1483.76,1482.06,1482.82,1482.7012669527896,46,1398,2072816.3712000004,20,683,1012745.56
2020-08-05 13:04:16.070000-04:00,TSLA,1482.81,1483.88,1482.735,1483.88,1483.4058072,59,1375,2039682.9849,35,676,1002822.4283
2020-08-05 13:04:17.478000-04:00,AAPL,436.84,436.96,436.84,436.94,436.885318441106,100,4593,2006614.2675999994,33,1645,718672.7169
2020-08-05 13:04:28.999000-04:00,AMZN,3190.495,3192.3671,3190.05,3190.673,3191.0182343354427,67,632,2016723.5241,33,340,1085051.5973000003
2020-08-05 13:04:33.058000-04:00,AAPL,436.9,437,436.9,436.975,436.93836371508985,98,4619,2018218.3019999994,37,1887,824497.8054000001
2020-08-05 13:04:37.971000-04:00,AMZN,3190.82,3191.62,3190.01,3190.172,3190.5951991058123,20,671,2140889.3786,10,466,1486830.2985999999
2020-08-05 13:04:42.775000-04:00,AAPL,436.96,436.98,436.91,436.945,436.94638106520085,75,5276,2305329.1064999998,25,789,344760.3425000001
2020-08-05 13:04:48.077000-04:00,TSLA,1483.88,1484.21,1483,1483.1617,1483.7471190371991,82,1371,2034217.3002,25,308,457022.1236
2020-08-05 13:05:00.032000-04:00,AAPL,436.95,437.04,436.95,436.965,436.99306930012887,109,4658,2035513.7167999994,37,1706,745523.1805
2020-08-05 13:05:05.292000-04:00,AMZN,3190.6501,3191.63,3190.01,3190.21,3190.7951612440193,74,627,2000628.5660999997,37,324,1033821.7129000002
2020-08-05 13:05:12.527000-04:00,AAPL,436.98,437.06,436.94,437.01,436.9820579844308,95,4753,2076975.7216000003,26,1240,541870.8265
2020-08-05 13:05:13.585000-04:00,TSLA,1484.0911,1484.35,1483,1483.9299,1483.6955301950238,55,1487,2206255.2534,23,655,971946.2589
2020-08-05 13:05:15.295000-04:00,AMZN,3190.82,3191.02,3190.02,3190.6,3190.5977604957807,33,3792,12098746.7078,14,71,226540.33219999998
2020-08-05 13:05:15.608000-04:00,AMZN,3190.53,3190.53,3190.02,3190.02,3190.1333905579404,31,699,2229903.24,5,197,628488.53
2020-08-05 13:05:16.316000-04:00,AMZN,3190.02,3190.0569,3190,3190,3190.0246439628486,28,646,2060755.9200000004,3,180,574207.29
2020-08-05 13:05:25.735000-04:00,AMZN,3190.49,3190.97,3189.91,3189.91,3190.022668238994,46,636,2028854.4170000001,12,46,146752.0184
2020-08-05 13:05:28.896000-04:00,AAPL,437.02,437.14,436.985,437.14,437.06091378046153,106,4637,2026651.4572000003,39,1241,542416.6441
2020-08-05 13:05:34.814000-04:00,AAPL,437.13,437.16,437.12,437.1552,437.1449840323286,51,4578,2001249.7369000004,18,2261,988412.3827999999
2020-08-05 13:05:35.745000-04:00,AMZN,3189.91,3191.0281,3189.5899,3190.01,3190.112151289833,49,659,2102283.9076999994,19,306,976229.4081
2020-08-05 13:05:39.745000-04:00,AMZN,3189.553,3190.45,3188.59,3189.1722,3189.4078281751827,61,685,2184744.3623000006,12,134,427426.82989999995
2020-08-05 13:05:39.855000-04:00,AMZN,3189.44,3189.6,3189.44,3189.6,3189.495977917981,13,634,2022140.45,3,165,526270.4
2020-08-05 13:05:44.384000-04:00,AAPL,437.1595,437.17,437.13,437.13,437.1467241860465,60,4730,2067704.0054,24,1905,832780.0229
2020-08-05 13:05:46.074000-04:00,AMZN,3189.67,3190.48,3188.89,3188.89,3189.358867840735,32,653,2082651.3406999998,13,201,641131.1516999999
2020-08-05 13:05:48.934000-04:00,AMZN,3188.65,3189.32,3187,3188.08,3188.3248181428576,51,700,2231827.3727,9,290,924661.1026999998
2020-08-05 13:05:55.385000-04:00,AAPL,437.13,437.14,437.06,437.0838,437.0966329263158,82,4750,2076209.0064,31,1804,788521.5141999999
2020-08-05 13:05:59.734000-04:00,AMZN,3188.01,3188.9004,3187,3187.9628,3187.9309893650798,39,630,2008396.5233000005,16,312,994696.5082999998
2020-08-05 13:06:02.339000-04:00,TSLA,1483.8,1484.35,1483,1483.8179,1483.6517862629248,114,1354,2008864.5186,40,308,457025.31250000006
2020-08-05 13:06:09.209000-04:00,AAPL,437.0716,437.149,437.05,437.08,437.0848721329279,95,4604,2012338.7512999997,30,1039,454142.0904
2020-08-05 13:06:09.302000-04:00,AMZN,3187.54,3188.95,3187.2337,3187.91,3188.028087482615,35,719,2292192.1949,12,118,376242.1344
2020-08-05 13:06:12.441000-04:00,TSLA,1483.8179,1484.23,1483.63,1484.23,1483.848615170494,19,1437,2132290.46,9,234,347303.0003
2020-08-05 13:06:16.197000-04:00,TSLA,1484.23,1484.57,1483.945,1484.5,1484.391914801444,55,1385,2055882.802,17,512,759993.5069999999
2020-08-05 13:06:16.421000-04:00,AMZN,3187.1779,3188.74,3187,3188.44,3187.940116513762,40,654,2084912.8361999998,20,168,535628.0811999999
2020-08-05 13:06:18.049000-04:00,AAPL,437.08,437.17,437.05,437.145,437.13583543390615,83,4713,2060221.1923999996,32,1480,646958.4670000001
2020-08-05 13:06:23.783000-04:00,AMZN,3188.44,3188.51,3186.8405,3188.37,3187.9825334782613,34,690,2199707.9481,9,252,803462.12
2020-08-05 13:06:24.963000-04:00,AMZN,3188.33,3188.8,3188.33,3188.8,3188.707709320695,12,633,2018451.98,8,382,1218101.7000000002
2020-08-05 13:06:27.420000-04:00,TSLA,1484.5,1484.91,1483.75,1484.82,1484.4883985196152,38,1351,2005543.8264000004,18,506,751229.3500000001
2020-08-05 13:06:28.343000-04:00,AAPL,437.17,437.1799,437.1,437.14,437.1507456422517,90,4601,2011330.5806999996,32,1468,641748.8378000001
2020-08-05 13:06:32.389000-04:00,AMZN,3188.74,3189.675,3188,3189.31,3189.0655329653,57,634,2021867.5479,28,340,1084322.9705999997
2020-08-05 13:06:43.731000-04:00,AAPL,437.14,437.16,437.07,437.08,437.1152637834475,93,4821,2107332.686700001,26,593,259222.63209999996
2020-08-05 13:06:45.241000-04:00,TSLA,1484.85,1484.9499,1483,1484.39,1484.3842476022564,46,1418,2104856.8630999997,18,429,636848.4981
2020-08-05 13:06:48.276000-04:00,AMZN,3188.8201,3190.18,3188.7,3189.885,3189.534385316847,48,647,2063628.7473,21,388,1237628.8611
2020-08-05 13:06:54.163000-04:00,AAPL,437.1125,437.116,437.05,437.065,437.07194783144917,61,4865,2126355.0262,21,1589,694507.0761999999
2020-08-05 13:07:02.054000-04:00,AMZN,3189.08,3190,3188.0801,3189.28,3189.0177689606744,32,712,2270580.6515,12,388,1237430.2920000001
2020-08-05 13:07:09.968000-04:00,AAPL,437.065,437.16,437.056,437.16,437.10677179046803,101,4658,2036043.343,32,1291,564327.3600000001
2020-08-05 13:07:13.166000-04:00,AAPL,437.17,437.18,437.13,437.1301,437.13491009788777,29,5823,2545436.5815,9,554,242183.46399999998
2020-08-05 13:07:15.069000-04:00,TSLA,1484.35,1485,1484,1485,1484.7284507441532,86,1411,2094951.8439999996,36,569,844802.5548
2020-08-05 13:07:15.087000-04:00,TSLA,1485,1485.22,1484.664,1485,1484.9912555391434,73,1354,2010678.1600000001,13,168,249478.55
2020-08-05 13:07:17.154000-04:00,TSLA,1484.89,1485.18,1484.79,1485,1485.0125921299189,23,1601,2377505.16,9,1266,1880066.96
2020-08-05 13:07:18.806000-04:00,AMZN,3188.85,3190.48,3188.18,3190.055,3189.5959867586207,64,725,2312457.0904,29,328,1046226.9059999998
2020-08-05 13:07:21.190000-04:00,AAPL,437.15,437.25,437.1197,437.2216,437.1999037248677,73,4725,2065769.5450999998,24,1073,469136.7469999999
2020-08-05 13:07:21.270000-04:00,TSLA,1484.63,1485,1484.61,1484.89,1484.9060470762397,21,1351,2006108.0695999998,6,129,191549.3146
2020-08-05 13:07:25.958000-04:00,AMZN,3190.03,3190.7,3189.94,3190.38,3190.482557584684,34,679,2166337.6566,15,548,1748423.2072
2020-08-05 13:07:26.841000-04:00,AMZN,3190.36,3191.03,3189.94,3189.95,3190.097743375394,25,634,2022521.9693,5,134,427504.43929999997
2020-08-05 13:07:27.743000-04:00,AAPL,437.212,437.24,437.18,437.1939,437.20330019334875,62,5172,2261215.4686,14,921,402663.8968
2020-08-05 13:07:36.600000-04:00,AAPL,437.21,437.31,437.1745,437.3,437.24162695652177,90,4600,2011311.484,28,1411,616951.3234
2020-08-05 13:07:40.924000-04:00,AAPL,437.2864,437.35,437.26,437.2782,437.29366569296377,45,4690,2050907.2921,21,2138,934947.7457000001
2020-08-05 13:07:43.330000-04:00,TSLA,1484.975,1485.45,1484.58,1484.73,1484.9139451008643,62,1388,2061060.5558000004,26,467,693503.6522999997
2020-08-05 13:07:45.208000-04:00,AMZN,3190,3191.18,3189.94,3191.03,3190.6279445454547,52,660,2105814.4434000007,23,388,1237988.4815
2020-08-05 13:07:47.138000-04:00,AAPL,437.3099,437.34,437.26,437.3207,437.30055956658634,51,5399,2360985.7210999997,22,963,421126.5069
2020-08-05 13:07:55.997000-04:00,AAPL,437.3207,437.4,437.31,437.37,437.3653309503051,91,4588,2006632.1384,34,1477,645980.911
2020-08-05 13:07:56.935000-04:00,AMZN,3191.18,3192,3190.14,3191.7,3191.535247189349,42,676,2157477.827100001,17,280,893594.1607000001
2020-08-05 13:07:58.843000-04:00,AAPL,437.37,437.42,437.34,437.418,437.3881471910112,45,4806,2102087.4354,14,1964,859022.2545
2020-08-05 13:07:59.144000-04:00,TSLA,1484.73,1485.5,1484.5,1485.26,1484.992715418829,76,1349,2003255.1731,30,443,657880.6657999998
2020-08-05 13:08:03.074000-04:00,AAPL,437.418,437.48,437.39,437.461,437.45212870946966,75,4657,2037214.5633999994,22,1666,728806.7910999999
2020-08-05 13:08:04.612000-04:00,AAPL,437.455,437.49,437.39,437.4,437.4069307125864,54,8827,3860990.9773999997,12,5002,2187884.368
2020-08-05 13:08:04.627000-04:00,AMZN,3191.58,3192.5,3190.7101,3190.95,3191.3031678627144,34,641,2045625.3306000002,11,206,657461.0153999999
2020-08-05 13:08:06.613000-04:00,TSLA,1485.26,1485.2767,1484.5,1484.53,1484.6710122206705,28,1432,2126048.8895,7,175,259818.4259
2020-08-05 13:08:10.464000-04:00,AAPL,437.4,437.41,437.34,437.41,437.38715182403433,52,4660,2038224.1274999995,16,484,211699.05530000007
2020-08-05 13:08:23.572000-04:00,TSLA,1484.51,1484.66,1483.56,1483.85,1484.1605340206186,62,1455,2159453.5770000005,17,533,791116.139
2020-08-05 13:08:23.925000-04:00,AAPL,437.41,437.49,437.34,437.45,437.39680517354293,96,4581,2003714.7644999996,39,1426,623756.1377000002
2020-08-05 13:08:24.326000-04:00,AMZN,3191.02,3192.57,3190.7,3192.07,3191.550793630573,66,628,2004293.8983999996,31,304,970301.6291
2020-08-05 13:08:26.264000-04:00,TSLA,1484.188,1484.5,1483.85,1484.5,1484.412749116608,21,1698,2520532.848,9,336,498714.54799999995
2020-08-05 13:08:26.272000-04:00,TSLA,1484.5,1485.08,1484.5,1484.5,1484.6149737219303,18,2093,3107299.1399999997,5,306,454362.58
2020-08-05 13:08:29.411000-04:00,AMZN,3192,3192.57,3192,3192.57,3192.5212630014857,32,673,2148566.81,11,260,830065.38
2020-08-05 13:08:29.438000-04:00,AMZN,3192.57,3193,3192.005,3193,3192.8463103448275,16,638,2037035.946,7,238,759925.666
2020-08-05 13:08:29.448000-04:00,AMZN,3193,3193.13,3193,3193,3193.000078787879,24,1650,5268450.13,1,1,3193.13
2020-08-05 13:08:34.162000-04:00,AAPL,437.45,437.48,437.43,437.43,437.45141596656657,62,4666,2041148.3068999997,24,1913,836868.1653
2020-08-05 13:08:41.504000-04:00,AMZN,3193.11,3193.6726,3191.01,3193.125,3192.485596541353,37,665,2123002.9217,17,532,1698425.0820999998
2020-08-05 13:08:41.786000-04:00,AAPL,437.43,437.43,437.31,437.3438,437.3526162397217,92,6324,2765817.945099999,20,3146,1375889.2846
2020-08-05 13:08:44.991000-04:00,TSLA,1485.32,1486,1484.34,1485.515,1485.460328618421,55,1520,2257899.6995,28,738,1096270.6319999998
2020-08-05 13:08:51.420000-04:00,AAPL,437.3438,437.47,437.34,437.45,437.4161383952255,55,6032,2638494.1468,23,3880,1697259.1133
2020-08-05 13:08:54.399000-04:00,AAPL,437.43,437.46,437.4,437.4292,437.4337719507187,22,4870,2130302.4694,5,3472,1518776.6388999997
2020-08-05 13:09:00.689000-04:00,AMZN,3191.8,3193.9299,3191.26,3192.81,3193.036005388273,62,631,2014805.7193999998,24,257,820653.1115000001
2020-08-05 13:09:00.760000-04:00,AAPL,437.415,437.43,437.2901,437.3,437.32972919834896,79,4603,2013028.7435,19,441,192867.4403
2020-08-05 13:09:04.294000-04:00,AAPL,437.3,437.3199,437.21,437.24,437.27472316493953,59,4632,2025456.5177,16,1022,446891.4764
2020-08-05 13:09:07.396000-04:00,AMZN,3192.81,3193.92,3192.33,3192.75,3193.2641260061914,38,646,2062848.6254,13,267,852715.825
2020-08-05 13:09:08.929000-04:00,TSLA,1485.515,1486,1484.84,1485.7,1485.2628735011106,78,1351,2006590.142100001,32,238,353563.96900000004
2020-08-05 13:09:12.312000-04:00,AAPL,437.23,437.27,437.17,437.2699,437.2519823451717,95,6814,2979435.0077000004,28,4093,1789727.9525000001
2020-08-05 13:09:15.428000-04:00,AMZN,3193,3193.93,3192.51,3192.51,3193.3460762557074,59,657,2098028.3721000003,22,298,951740.4950000001
2020-08-05 13:09:18.748000-04:00,TSLA,1485.7317,1485.9,1485.4,1485.4016,1485.490436232687,35,1805,2681310.2373999995,12,380,564499.9099
2020-08-05 13:09:27.149000-04:00,AAPL,437.256,437.348,437.18,437.25,437.2511887532694,112,4588,2006108.4539999997,39,1392,608674.9176999999
2020-08-05 13:09:29.051000-04:00,AMZN,3193.23,3193.83,3192.51,3192.51,3193.109815725191,56,655,2091486.9293000004,20,346,1104880.7055000002
2020-08-05 13:09:40.391000-04:00,AAPL,437.25,437.25,437.16,437.2,437.20651275914054,88,5306,2319817.7567000003,28,792,346267.1725
2020-08-05 13:09:48.219000-04:00,AMZN,3192.5,3193.66,3189.77,3192,3191.8149994065284,66,674,2151283.3096000003,28,379,1209796.9187999996
2020-08-05 13:09:51.932000-04:00,AAPL,437.2,437.24,437.17,437.2,437.20124772824687,60,4666,2039981.0218999998,25,1475,644883.8231
2020-08-05 13:10:03.787000-04:00,TSLA,1485.6,1485.79,1484.35,1485.49,1485.2568170124482,93,1446,2147681.3574,42,647,961030.2434
2020-08-05 13:10:04.245000-04:00,AAPL,437.2,437.24,437.1437,437.2,437.2082847446808,81,4700,2054878.9382999996,29,1331,581946.4315
2020-08-05 13:10:08.624000-04:00,AMZN,3192.9647,3192.9647,3190,3190.86,3191.3214453869055,41,672,2144568.0112999994,19,336,1072227.7358
2020-08-05 13:10:14.489000-04:00,AAPL,437.2078,437.22,437.1,437.17,437.1569680994981,96,4583,2003490.3847999999,29,714,312142.6928
2020-08-05 13:10:20.133000-04:00,AMZN,3192,3192.99,3191,3192.18,3192.0493810071944,42,695,2218474.3197999997,16,236,753356.86
2020-08-05 13:10:21.919000-04:00,TSLA,1485.5,1486,1484.89,1485.99,1485.614681777778,70,1350,2005579.8203999996,27,691,1026602.5251000003
2020-08-05 13:10:24.254000-04:00,AAPL,437.19,437.3,437.1679,437.24,437.229217921458,102,4609,2015189.4653999996,28,1391,608199.3295000001
2020-08-05 13:10:28.773000-04:00,AMZN,3192.39,3192.99,3190.1877,3192.9309,3192.0796614173228,44,635,2026970.5849999997,19,138,440586.17299999995
2020-08-05 13:10:33.529000-04:00,AAPL,437.22,437.3,437.2,437.261,437.24521114141845,78,4766,2083910.6763000004,30,1550,677739.2829000001
2020-08-05 13:10:35.228000-04:00,AMZN,3192.0761,3193,3192,3193,3192.720575931677,34,644,2056112.0509,13,186,593871.0896
2020-08-05 13:10:36.109000-04:00,AAPL,437.3,437.37,437.2744,437.3401,437.32902202327665,42,5585,2442482.5880000005,15,698,305240.944
2020-08-05 13:10:38.041000-04:00,TSLA,1485.9575,1486.2,1485.11,1485.89,1485.8351523611113,82,1440,2139602.6193999993,22,380,564647.5315
2020-08-05 13:10:42.954000-04:00,AAPL,437.34,437.36,437.2966,437.34,437.3253244433917,53,6333,2769581.2797,22,3913,1711266.6317
2020-08-05 13:10:54.354000-04:00,AMZN,3193,3193.5,3192.01,3193.5,3192.7147634796243,46,638,2036952.0191000004,24,354,1130298.1619
2020-08-05 13:10:54.512000-04:00,AMZN,3193.5,3193.99,3192.03,3192.03,3193.0650417256015,21,707,2257496.9845,7,158,504504.46900000004
2020-08-05 13:10:54.514000-04:00,AMZN,3192.05,3193,3192.05,3192.73,3192.7088952654235,11,697,2225318.1,7,498,1589988.95
2020-08-05 13:10:56.610000-04:00,AAPL,437.3799,437.470271,437.28,437.33,437.37357222217497,105,4708,2059154.7780220006,36,1846,807485.103622
2020-08-05 13:11:03.666000-04:00,AAPL,437.3575,437.42,437.3538,437.42,437.3963490696753,60,5052,2209726.3554999996,21,858,375286.51250000007
2020-08-05 13:11:09.178000-04:00,AAPL,437.4149,437.43,437.39,437.4023,437.39972019012197,74,4839,2116577.2460000003,26,1094,478516.54870000004
2020-08-05 13:11:12.990000-04:00,AAPL,437.43,437.43,437.28,437.3264,437.34732130016346,52,5507,2408471.6983999996,11,1412,617514.5083999999
2020-08-05 13:11:22.612000-04:00,AAPL,437.3376,437.36,437.271,437.36,437.3126855457228,75,4746,2075486.0056000003,21,1187,519116.9422
2020-08-05 13:11:22.805000-04:00,AMZN,3192.75,3193.99,3192,3193.3984,3192.8605126760563,60,639,2040237.8675999998,25,286,913182.6975999998
2020-08-05 13:11:24.352000-04:00,TSLA,1485.95,1486.2,1485.1101,1485.9373,1485.6217134272997,124,1348,2002618.0696999996,55,712,1057824.2187
2020-08-05 13:11:25.486000-04:00,AAPL,437.3771,437.42,437.37,437.4177,437.40572229432706,38,4777,2089487.1354,17,2241,980230.9053999999
2020-08-05 13:11:28.098000-04:00,AMZN,3193.15,3193.99,3192.1,3193.99,3193.65902890625,37,640,2043941.7785,17,288,919836.8400000001
2020-08-05 13:11:29.549000-04:00,AMZN,3193.99,3194.39,3192.4,3193.53,3193.995812220566,60,671,2143171.1900000004,14,161,514273.07999999996
2020-08-05 13:11:34.603000-04:00,AAPL,437.4044,437.45,437.39,437.425,437.41907872445955,63,5041,2205029.5758499997,22,2049,896279.7996
2020-08-05 13:11:39.215000-04:00,AMZN,3193.69,3194.31,3193.4,3194.31,3194.0992485714287,38,630,2012282.5266,17,413,1319219.0565999998
2020-08-05 13:11:43.072000-04:00,TSLA,1485.5684,1486,1485.1401,1485.18,1485.4997380071175,32,1405,2087127.1319000002,14,1039,1543510.1750999999
2020-08-05 13:11:46.524000-04:00,AAPL,437.4367,437.45,437.39,437.39,437.41267245119303,72,4610,2016472.4200000002,28,2494,1090923.5161
2020-08-05 13:11:47.013000-04:00,TSLA,1485.17,1485.63,1484.76,1485,1485.026031313819,45,2938,4363006.48,7,1851,2748753.53
2020-08-05 13:11:48.518000-04:00,AMZN,3194.31,3194.39,3193.256,3194.39,3193.9813797488223,39,637,2034566.1388999997,19,317,1012561.2138000001
2020-08-05 13:11:48.883000-04:00,AAPL,437.39,437.39,437.311,437.3499,437.35116292918457,32,5592,2445667.7030999996,9,2342,1024278.922
